sentence1,sentence2,label
"Давирах гөлмийн чимээг Дайны хэнгэргийн дуу гэж Ташааран дутаагч Тогтоа Дайд Буур-хээрт Ташаалдан суугаа биз","Давирах гөлмийн чимээг Дайны хэнгэргийн дуу гэж Ташааран дутаагч Тогтоа Дайд Буур-хээрт сууж байгаа","1"
"Давхар хоромсогын амсар Дарвалзан хөдлөхөд Дайн тулаан болов гэж Ташааран дутаагч Дайр-Үсүн одоо Давлагат Орхон Сэлэнгийн Талхун аралд Далдиран суугаа биз","Давхар хоромсогын амсар Дарвалзан хөдлөхөд Дайн тулаан болсон гэж Ташааран дутаагч Дайр-Үсүн Давлагат Орхон Сэлэнгийн Талхун аралд сууж байгаа","1"
"Хамхуул өвс хийсэхэд Халдах дайсан ирэв гэж Хар ойг чиглэж Хашхиран дутаагч муу Хаатай Дармала одоо Харжийн талд Хааш ч үгүй байгаа биз","Хамхуул өвс хийсэхэд Халдах дайсан ирэв гэж Хар ойг чиглэж, Хашхиран дутаагч Хаатай Дармала одоо Харжийн талд байгаа","1"
"Сайхан Хилго мөрөнд Сахал өвс их гэнэ Сахал өвс түүгээр Сал хийж болдог гэнэ","Сайхан Хилго мөрөнд Сахал өвс ихтэй, Түүгээр сал хийж болдог","1"
"Өнөө дөхмийг бодож Өвсөөр сал хийж Өргөн Хилго мөрнийг Өнгөрч хөндлөн гараад Өөдгүй муусайн мэргидийн Өнөөх муу Тогтоагийн Өрх үүдийг нь эвдэж Өм цөм дайрч","Өнөө дөхмийг бодож Өвсөөр сал хийж, Хилго мөрнийг Өнгөрч хөндлөн гараад, Мэргидийн Өрх үүдийг эвдэж дайрч","1"
"Өнгөтэй эдийг нь олзолж Өвөртлөх эмийг нь булааж Өсөх үрийг нь тасалж Өшөө хорсголоо авъя","Өнгөтэй эдийг олзолж, Өвөртлөх эмийг нь булааж, Өсөх үрийг тасалж, Өшөө хорсголоо авъя","1"
"Хутагт эрхэм шүтээний нь Хуга татаж эвдээд Хувхай болгож хая","Хутагт эрхэм шүтээнийг Хуга татаж эвдэж, Хувхай болгож хая","1"
"Хотол их улсыг нь Хоосон болтол довтолъё","Хотол их улсыг нь Хоосон болтол довтлоно","1"
"Жамуха бас Тэмүжин анд, Тоорил хан ах хоёрт хэлүүлсэн нь:","Жамуха болон Тэмүжин анд, Тоорил хан ах хоёрт хэлсэн нь:","1"
"«Одоо би Хараа ихт [холоос харагдах] тугаа тахиж","«Одоо би Хараа ихт [холбоо харагдах] тугаа тахиж","1"
"Хар бухын арьсаар бүрсэн Харгих дуутай хэнгэргээ дэлдэж","Хар бухын арьсаар бүрсэн Харгих дуутай хэнгэргээ дэлдэж","1"
"Хатан болд жадаа барьж Халх хуягт дээлээ өмсөж","Хатан болд жадаа барьж Халх хуягт дээлээ өмссөн","1"
"Хатгах зэвт сумаа онилж Хар хул морио унаж","Хатгах зэвт сумаа онилж Хар хул морио унасан","1"
"Хамаг олон цэргээ дагуулж Хаад мэргэдийг халдан довтолж","Хамаг олон цэргээ дагуулж Хаад мэргэдийг халдан довтолж","1"
"Хатгалдан байлдахаар мордов би.","Хатгалдан байлдахаар мордоод би.","1"
"Үзэмжит сайхан тугаа тахиж Үхрийн арьсан хэнгэргээ дэлдэж","Үзэмжит сайхан тугаа тахиж Үхрийн арьсан хэнгэргээ дэлдэж","1"
"Үргэлж хэлхээ хуягаа өмсөж Үзүүр хурц илдээ барьж","Үргэлж хэлхээ хуягаа өмсөж Үзүүр хурц илдээ барьсан","1"
"Үнэхээр мэргэн сумаа онилж Үлэмж сайн морио унаж","Үнэхээр мэргэн сумаа онилж Үлэмж сайн морио унасан","1"
"Үй түмэн цэргээ дагуулж Үхээнц муусайн мэргид иргэнтэй","Үй түмэн цэргээ дагуулж Үхээнц муусайн мэргид иргэнтэй","1"
"Үхтэл тэмцэхээр нэгэнт мордов.","Үхтэл тэмцэхээр нэгэнт мордсон.","1"
"Тоорил хан ах мордож, Бурхан халдуны өврөөр Тэмүжин андыг дайрч аваад","Тоорил хан ах мордож, Бурхан халдуны өврөөр Тэмүжин андыг дайрч аваад","1"
"Онон мөрний эх Ботохан-бооржи гэдэг газар ирэгтүн.","Онон мөрний эх Ботохан-бооржи гэдэг газар хүрч ирэгтүн.","1"
"Би эндээс нэгэн түмэн цэрэг авч мордоод замд Онон мөрөнд нутаглаж байгаа","Би эндээс нэгэн түмэн цэрэг авч мордоод замд Онон мөрөнд нутаглаж байгаа","1"
"Тэмүжин андын харьяат нараас бас нэгэн түмэн цэрэг авч","Тэмүжин андын харьяат нараас бас нэгэн түмэн цэрэг авч","1"
"Бүгд хоёр түмэн цэрэг болоод Ботохан-бооржид очиж нийлье","Бүгд хоёр түмэн цэрэг болоод Ботохан-бооржид очиж нийлнэ","1"
"Жамухын эдгээр үгийг Хасар Бэлгүтэй хоёроос Тэмүжин сонсоод","Жамухын эдгээр үгийг Хасар Бэлгүтэй хоёроос Тэмүжин сонсоод","1"
"Тоорил хан, Жамухын үгийг сонсмогц хоёр түмэн цэрэг авч мордоод","Тоорил хан, Жамухын үгийг сонсмогц хоёр түмэн цэрэг авч мордоод","1"
"Бурхан халдуны өврөөр Хэрлэнгийн Бүрги эргийг чиглэн явав","Бурхан халдуны өврөөр Хэрлэнгийн Бүрги эргийг чиглэн явлаа","1"
"Үүнийг Тэмүжин сонсоод Бүрги эргээс хөдөлж","Үүнийг Тэмүжин сонсоод Бүрги эргээс хөдөлж","1"
"Бурхан халдуны өвөр Түнхэлэг өөд нүүж Тана горхинд очиж буув","Бурхан халдуны өвөр Түнхэлэг өөд нүүж Тана горхинд очиж буув","1"
"Тоорил хан, нэгэн түмэн цэрэгтэй","Тоорил хан нэг түмэн цэрэгтэй","1"
"Тоорил ханы дүү Жаха хамбу нэгэн түмэн цэрэгтэй","Тоорил ханы дүү Жаха хамбу нэг түмэн цэрэгтэй","1"
"Химурга горхины Айл харгана гэдэг газар бууж бүхийд","Химурга горхины Айл харгана гэдэг газар бууж бүхий","1"
"Тэмүжин, цэргээ авч очиж нийлэн буув","Тэмүжин цэргээ авч очиж нийлэн буув","1"
"Тэмүжин, Тоорил хан, Жаха хамбу гурвуул нийлэн хөдөлж","Тэмүжин, Тоорил хан, Жаха хамбу гурвуул нийлэн хөдөлж","1"
"Ононы эх Ботохан-бооржи гэдэг газар хүрч ирвэл","Ононы эх Ботохан-бооржи гэдэг газар хүрч ирвэл","1"
"Жамуха нэгэнт ирээд гурав хоног хүлээжээ","Жамуха нэгэнт ирээд гурав хоног хүлээсэн","1"
"Tэмүжин, Тоорил, Жаха хамбын цэргүүдийг Жамуха үзээд хоёр түмэн цэргээ жагсаав","Тэмүжин, Тоорил, Жаха хамбын цэргүүдийг Жамуха үзээд хоёр түмэн цэргээ жагсаасан","1"
"Тэмүжин, Тоорил хан, Жаха хамбу гурав бас цэргүүдээ засаж","Тэмүжин, Тоорил хан, Жаха хамбу гурав цэргүүдээ засаж","1"
"Хүрэлцэн нийлэлдэж танилцав","Хүрэлцэн нийлж танилцав","1"
"Жамуха өгүүлрүүн: «Бороо тохиолдовч болзооноос хождохгүй","Жамуха хэлсэн нь: «Бороо тохиолдовч болзооноос хождохгүй","1"
"хур тохиолдовч хурлаас саатахгүй гэж монгол үгээр хэлэлцэж","хур тохиолдовч хурлаас саатахгүй гэж монгол үгээр хэлэлцсэн","1"
"«За» гэсэн цагаас хожигдсон этгээдийг зэрэг дотроо хасъя гэсэн биш бил үү?","«За» гэсэн цагаас хожигдсон этгээдийг зэрэг дотроо хасъя гэсэн биш бил үү?","1"
"Тоорил хан өгүүлрүүн: «Тогтсон болзооноос гурван өдөр хожимдсоны учир","Тоорил хан хэлсэн нь: «Тогтсон болзооноос гурван өдөр хожимдсоны учир","1"
"торгож буруушаахыг Жамуха дүү минь мэд» гэв.","торгож буруушаахыг Жамуха дүү минь мэд» гэв.","1"
"Болзоо хожидсон тухай ийм үгийг ярилцаж өнгөрөв.","Болзоо хожидсон тухай ийм үг ярилцаж өнгөрөв.","1"
"Ботохан-бооржиос бүгдээр хөдөлж, Хилго мөрөнд хүрч сал уяж гэтлээд","Ботохан-бооржиос бүгдээр хөдөлж, Хилго мөрөнд хүрч сал уяж гэтэл","1"
"Буур-хээр гэдэг газар очиж Тогтоа бэхийн өрх дээрээс нөмрөн бууж","Буур-хээр гэдэг газар очиж Тогтоа бэхийн өрх дээрээс нөмрөн бууж","1"
"Хаатай Дармалааг барин авчирч, хавтсан дөнгө өмсгөж Халдун ууланд явуулав.","Хаатай Дармалааг барьж авчирч, хавтсан дөнгө өмсгөж Халдун уул руу явуулав.","1"
"Бэлгүтэй, эхээ авъя гэж очоод гэрийн баруун үүдээр орвол түүний эх навтархай нэхий дээлтэй.","Бэлгүтэй эхийг авах гэж гэрийн баруун үүдээр орвол түүний эх навтархай нэхий дээлтэй байсан.","1"
"Гэрийн зүүн үүдээр гарч гаднах хүнд өгүүлрүүн: «Хайрт хөвүүд минь Хаадын зэрэгт хүрч байтал харин би энд Харц муу хүнд Харьяалагдаж явна»","Гэрийн зүүн үүдээр гарч гадаа хүнтэй уулзаж: «Хайрт хөвүүд минь, та нар хаадын зэрэгт хүрсэн бол би энд Харц муу хүнд харьяалагдаж явна» гэж хэлэв.","1"
"Бэлгүтэй ноён, мэргид овгийн хүнийг үзвэл «Эхийг минь авчир» гэж харвах билээ.","Бэлгүтэй ноён мэргид овгийнхонтой уулзахад, «Эхийг минь авчир» гэж хэлэв.","1"
"Үрийн үрийг хүртэл үнсийг хийстэл хядаж үлдсэн эм хүүхдийг үүдний зарц болгож үзэсгэлэн сайтай заримыг үүрд дотнолж авав.","Үрийн үрийг хүртэл үнсийг хийстэл хядаж, үлдсэн эмэгтэйчүүдийг зарц болгон авч, үзэсгэлэнтэй заримыг үүрд хамт авч явлаа.","1"
"Тоорил хан Жамуха хоёрыг Тэмүжин бишрэн өгүүлрүүн: «Эцэг хан Тоорил Эрхэм анд Жамуха нар Эв хүчийг нэгтгэж»","Тоорил хан, Жамуха хоёрт Тэмүжин бишрэн: «Эцэг хан Тоорил, эрхэм анд Жамуха нар эв хүчийг нэгтгэн» гэж өгүүлэв.","1"
"Мэргид иргэнийг тийнхүү дайлж буцав.","Мэргид хүмүүсийг дайлж буцаж явсан.","1"
"Удуйд мэргидийн дүрвэж дутаасны хойно тэдний нутаг дээр булган малгайтай, бугын арьсан гуталтай, байсан хөвүүн хоцорсныг манай цэргүүд олж авчраад Өэлүн эхэд бэлэг болгон өгөв.","Мэргидүүд дүрвэж дутаасны дараа тэдний нутаг дээр булган малгайтай, бугын арьсан гуталтай хөвүүн хоцорсныг манай цэргүүд олж авч Өэлүн эхэд бэлэглэв.","1"
"Тэмүжин, Тоорил хан, Жамуха гурвуул нийлж олон мэргидийн Оцгор гэрийг эвдэж олзолж Орхон Сэлэнгэ хоёрын ой талаас буцав.","Тэмүжин, Тоорил хан, Жамуха гурвуул нийлж олон мэргидийн гэрийг эвдэж, олзолж, Орхон Сэлэнгэ хоёрын ойгоор буцаж явсан.","1"
"Тэмүжин Жамуха хоёр, Хорхунаг Жубурыг чиглэн явав.","Тэмүжин, Жамуха хоёр Хорхунагийн Жубурын зүг явсан.","1"
"Тоорил хан, Бурхан халдуны хяраар Өхөрт шугуйг дайран Гацуурт сүвчид, Улиат сүвчид гэдэг газрыг дайрч, ан гөрөө хийсээр Туул голын Хар шугуйд буцаж харив.","Тоорил хан Бурхан халдунд буй Өхөрт шугуйг дайран Гацуурт сүвчид, Улиат сүвчид гэх газруудаар дайрч, ан гөрөө хийж, Туул голын Хар шугуйд буцаж ирэв.","1"
"Тэмүжин Жамуха хоёр, Хорхунагийн хөндийд нийлэн бууж, эртний анд бололцсоноо дурдаж улам дотно болж найралдъя гэлцэв.","Тэмүжин, Жамуха хоёр Хорхунагийн хөндийд уулзаж, эртний анд бололцсоноо дурсаж, улам дотно болцгооё гэж санал тавив.","1"
"Жамуха нэгэн гурын шагайг Тэмүжинд өгч, Тэмүжин нэгэн цутгамал шагайг Жамухад өгч, Ононы мөсөн дээр шагалцан наадаж анд бололцсон билээ.","Жамуха Тэмүжинд нэгэн гурын шагайг өгч, Тэмүжин Жамухад цутгамал шагайг өгч, Ононы мөсөн дээр шагалцан наадан анд бололцсон юм.","1"
"Тэмүжин, Жамуха хоёр, Тогтоагийн эсгэл халиуныг Жамуха андад унуулав. Жамуха хариуд нь Дайр-Үсүний эвэрт ишгэн цагаан морийг Тэмүжинд унуулав.","Тэмүжин, Жамуха хоёр Тогтоагийн халиуныг Жамуха андад өгсөн бол, Жамуха хариуд нь Дайр-Үсүний эвэрт цагаан морийг Тэмүжинд өгсөн.","1"
"Тэмүжин Жамуха хоёр янаг найртай байж, нэгэн жил хагас хамт сууж, нэгэн өдөр тэр нутгаас нүүе гэлцэж, зуны тэргүүн сарын арван зургааны улаан тэргэл (дүгрэг сартай) өдөр нүүв.","Тэмүжин, Жамуха хоёр олон жил хамт сууж, нэг өдөр тэр нутгаас нүүж, зуны тэргүүн сарын арван зургааны сарны өдөр нүүв.","1"
"Жамуха өгүүлрүүн: «Тэмүжин анд аа! Ууланд шахан бууя, адуучинд гэр болтугай! Голд шахан бууя, хоньчин хургачин нарт хоол болтугай!» гэв.","Жамуха хэлэхдээ: «Тэмүжин анд аа! Ууланд бууж адуучин нарт гэр байг, голд бууж хоньчин нарт хоол байг» гэв.","1"
"Өэлүн эхийг үг хэлж амжаагүй байтал, Бөртэ үжин өгүүлрүүн: «Жамуха амархан уйддаг гэдэг билээ. Одоо биднээс уйдах цаг нь болсон биз. Тугаар (сая)-ын Жамуха андын хэлсэн нь биднийг жишээлсэн үг буюу.»","Өэлүн эх үг хэлж амжаагүй байтал, Бөртэ үжин: «Жамуха амархан уйддаг гэдэг. Одоо биднийг уйдах цаг ирсэн бололтой. Тугаар андын хэлсэн нь биднийг жишээлсэн үг байж магадгүй.»","1"
"Шижуудай Доголдай хоёр бүлгээ.","Шижуудай, Доголдай хоёр бүлэгтэй.","1"
"Тэмүжин нар тэр шөнө дүлэн явж өдөр гийхэд үзвэл, жалайр аймгийн Хачиун-Тохураун, Хархай-Тохураун, Харалдай-Тохураун ах дүү гурвуул шөнө дүлэн нүүж дагалдан ирэв.","Тэмүжин нар тэр шөнө дүлэн явж өдөр гийхэд үзвэл, жалайр аймгийн Хачиун-Тохураун, Хархай-Тохураун, Харалдай-Тохураун ах дүү гурвуул шөнө дүлэн нүүж дагалдан ирсэн.","1"
"Тэмүжин нар тэр шөнө дүлэн явж өдөр гийхэд үзвэл, жалайр аймгийн Хачиун-Тохураун, Хархай-Тохураун, Харалдай-Тохураун ах дүү гурвуул шөнө дүлэн нүүж дагалдан ирэв.","Тэмүжин нар тэр шөнө дүлэн явж өдөр гийхэд үзвэл, жалайр аймгийн Хачиун-Тохураун, Хархай-Тохураун, Харалдай-Тохураун ах дүү гурвуул шөнө дүлэн нүүж дагалдан ирсэн байв.","1"
"Бурхан-Шижийн өгүүлсэн үгсийг олон хүн сонсож амьдралдаа хэрэгжүүлэв.","Бурхан-Шижийн өгүүлсэн үгсийг олон хүн сонсож, амьдралдаа хэрэгжүүлсэн.","1"
"Шинэ хөлөг онгоцны бүтэц сайжирсан, урт хугацааны аялалд тохиромжтой.","Шинэ хөлөг онгоцны бүтэц сайжирсан бөгөөд урт хугацааны аялалд тохиромжтой болсон.","1"
"Эрэгтэй хүүхэд хуримтлуулах мөнгөний эзэн боллоо.","Эрэгтэй хүүхэд хуримтлуулах мөнгөний эзэн болсон.","1"
"Бидний зорилго бол их сургуульд элсэх явдал юм.","Бидний зорилго бол их сургуульд элсэх юм.","1"
"Залуу хосууд хуримын бэлэгнүүдийг тусад нь авч байна.","Залуу хосууд хуримын бэлэгнүүдийг тусад нь авсан.","1"
"Миний санаа бол энэ асуудлыг шийдвэрлэх арга замыг хайх явдал юм.","Миний санаа бол энэ асуудлыг шийдвэрлэх арга замыг хайх явдал.","1"
"Тэр амжилттай яваа бизнесмэн бөгөөд олон жил туршлагатай.","Тэр бол амжилттай яваа бизнесмэн бөгөөд олон жил туршлагатай.","1"
"Таны санал болгосон аргачлалыг бид хэрэгжүүлэхээр шийдлээ.","Таны санал болгосон аргачлалыг бид хэрэгжүүлэхээр шийдсэн.","1"
"Өнөөдөр бид олон нийтийн хэлэлцүүлэгт оролцох болно.","Өнөөдөр бид олон нийтийн хэлэлцүүлэгт оролцоно.","1"
"Бүх зүйл хэрхэн ажиллаж байгааг шалгах хэрэгтэй.","Бүх зүйл хэрхэн ажиллаж байгааг шалгах шаардлагатай.","1"
"Гэр доторх гэргий хүүхэд ба зарц нарыг Додай чэрбиэр захируулав.","Додай чэрби гэр доторх гэргий хүүхэд болон зарц нарыг захируулав.","1"
"Гэр доторх гэргий хүүхэд ба зарц нарыг Додай чэрбиэр захируулав.","Додай чэрби гэрийн гэргийг, хүүхдүүдийг болон зарц нарыг удирдсан.","1"
"Хасарын захиргаанд, илд агсаж явахаар Хубилай, Чилгутай, Хархай-Тохураун гурвыг томилж.","Хасарын захиргаанд илд барьж явах үүрэгтэйгээр Хубилай, Чилгутай, Хархай-Тохураун гурвыг томилсон.","1"
"Хасарын захиргаанд, илд агсаж явахаар Хубилай, Чилгутай, Хархай-Тохураун гурвыг томилж.","Хасарын захиргаанд илд барьж явах үүрэгтэй Хубилай, Чилгутай, Хархай-Тохураун гурвыг томилсон.","1"
"Бэлгүтэй Харалдай-Тохураун хоёрыг: «Агт хариултугай. Агтчин болтугай» гэв.","Бэлгүтэй Харалдай-Тохураун нарын агт хариуцаж, агтчин болохыг тушаав.","1"
"Бэлгүтэй Харалдай-Тохураун хоёрыг: «Агт хариултугай. Агтчин болтугай» гэв.","Бэлгүтэй Харалдай-Тохураун нарыг агт хариуцах, агтчин болгох тушаал авсан.","1"
"Тайчуудын Хуту, Моричи, Мулхалху гурвыг «Адуу адуултугай» гэв.","Тайчуудын Хуту, Моричи, Мулхалху нарыг адуу хариуцах үүрэгтэй томилсон.","1"
"Тайчуудын Хуту, Моричи, Мулхалху гурвыг «Адуу адуултугай» гэв.","Тайчуудын Хуту, Моричи, Мулхалху нарыг адуу хариулах үүрэгтэйгээр томилсон.","1"
"Архай Хасар, Тахар, Сүхэхай, Чаурхан дөрвийг «Холын холбогч, ойрын оточ (хол ойрыг сурвалжлах газарч) болтугай» гэв.","Архай Хасар, Тахар, Сүхэхай, Чаурхан дөрвийг холын холбогч, ойрын оточ үүрэгтэй томилсон.","1"
"Архай Хасар, Тахар, Сүхэхай, Чаурхан дөрвийг «Холын холбогч, ойрын оточ (хол ойрыг сурвалжлах газарч) болтугай» гэв.","Архай Хасар, Тахар, Сүхэхай, Чаурхан дөрвийг холын сурвалжлагч, ойрын газарч болгох тушаал авсан.","1"
"Сүбээдэй баатар өгүүлрүүн: «Хулгана оготно мэт Хураасан хөрөнгийг хадгалж...»","Сүбээдэй баатар хэлсэн: «Хулгана шиг хөрөнгийг хадгалах, хэрээ шиг бүх юмыг харамлах...»","1"
"Сүбээдэй баатар өгүүлрүүн: «Хулгана оготно мэт Хураасан хөрөнгийг хадгалж...»","Сүбээдэй баатар хэлсэн: «Хулгана мэт хураасан хөрөнгийг хадгалах, хэрээ мэт харамлах...»","1"
"Чингис хаан, хан болж Боорчи Зэлмэ хоёрт өгүүлрүүн: «Сүүдрээс өөр Нөхөргүй байхад...»","Чингис хаан хан болсны дараа Боорчи, Зэлмэ хоёрт хэлсэн: «Сүүдэр шиг нөхөргүй байхад...»","1"
"Чингис хаан, хан болж Боорчи Зэлмэ хоёрт өгүүлрүүн: «Сүүдрээс өөр Нөхөргүй байхад...»","Чингис хаан хан болсны дараа Боорчи, Зэлмэ хоёрт хэлсэн: «Сүүдэр байвал нөхөргүй байхад...»","1"
"Чингис хааныг хан болгов гэж Хэрэйдийн Тоорил ханд Тахай Сүхэхэй хоёрыг илгээвэл...","Чингис хааныг хан болгосныг дэмжсэн Тоорил ханд Тахай, Сүхэхэй хоёрт илгээв.","1"
"Чингис хааныг хан болгов гэж Хэрэйдийн Тоорил ханд Тахай Сүхэхэй хоёрыг илгээвэл...","Чингис хааныг хан болгосныг дэмжин Тоорил ханд Тахай, Сүхэхэй хоёрт илгээв.","1"
"Жамухад элч болохоор Архай Хасар, Чаурхан очив.","Архай Хасар, Чаурхан Жамухад элч болж очлоо.","1"
"Жамуха Тэмүжиний хан болсныг буруутгажээ.","Жамуха Тэмүжиний хан болсон шийдвэрийг буруутгаж байна.","1"
"Жөчи-Дармалагийн адууг Тайчар дээрэмдсэн.","Тайчар Жөчи-Дармалагийн адууг дээрэмдсэн.","1"
"Жөчи-Дармала ганцаараа Тайчарыг нэхэж адуугаа буцааж авлаа.","Жөчи-Дармала ганцаараа Тайчарыг хайж адуугаа эргүүлэн авсан.","1"
"Чингис хаан, Жамухын цэргийг давж, Даланбалжуд газарт тулалдав.","Чингис хаан Жамухын цэргийг дарангуйлан Даланбалжуд газар байлдсан.","1"
"Жамуха Ононы Зээрэн хавчилд Чингис хааныг шахав.","Жамуха Чингис хааныг Ононы Зээрэн хавчилд шахсан.","1"
"Бэлгүтэйгийн нүцгэн мөрийг Бүри-бөх цавчиж харвасан.","Бүри-бөх Бэлгүтэйгийн нүцгэн мөрийг цавчсан.","1"
"Жүрхин нар Чингис хааны гэрт довтолж, тавин хүний хувцсыг хулгайлжээ.","Жүрхин нар Чингис хааны гэрт халдаж, тавин хүний хувцсыг дээрэмдсэн.","1"
"Жүрхин нарын үйлдлийг Чингис хаан уурлан, тэдэнтэй байлдахаар мордов.","Чингис хаан Жүрхин нарын үйлдлийг уурлан, тэдэнтэй дайтах шийдвэр гаргав.","1"
"Чингис хаан, Тоорил хан хоёр Татаартай нэгджээ.","Чингис хаан Тоорил хан хоёр Татаартай нэгдэж байлдахаар шийдвэрлэсэн.","1"
"Татаарын Мэгүжин-сүүлтийг Чингис хаан алаад мөнгөн өлгийг олзлов.","Чингис хаан Татаарын Мэгүжин-сүүлтийг алаад мөнгөн өлгийг олзолж авсан.","1"
"Чингис хаан, Тоорил хан хоёр Татаарыг ялж, гэртээ буцсан.","Чингис хаан Тоорил хан хоёр Татаарыг ялж, гэртээ буцаж очсон.","1"
"Чингис хаан Өэлүн эхэд алттай ээмэг бэлэглэжээ.","Чингис хаан Өэлүн эхэд алттай ээмэгийг бэлэглэсэн.","1"
"Жүрхин нар Чингис хааны гэрт хүн алагдаж, хувцас хулгайлжээ.","Жүрхин нар Чингис хааны гэрт халдаж, хүмүүст хохирол учруулсан.","1"
"Бэлгүтэй Бүри-бөхтэй хэрэлдэж, нүцгэн мөрөө цавчиж байв.","Бэлгүтэй Бүри-бөхтэй тэмцэж, нүцгэн мөрийг нь цавчиж байсан.","1"
"Чингис хаан Жүрхинтэй байлдах болсон.","Чингис хаан Жүрхин нарын эсрэг байлдах шийдвэр гаргасан.","1"
"Сача Тайчу хоёрыг дуусгаад Жүрхиний иргэнийг хөдөлгөж ирэхэд тэдний дотор Жалайрын Тэлэгэтү баяны хөвүүн Гүн гуа байв.","Сача Тайчу хоёрт Жүрхиний иргэнийг хөдөлгөж ирэхэд Жалайрын Тэлэгэтү баяны хөвүүн Гүн гуа байлаа.","1"
"Чулуун хайч Түнгэ Хаши хоёр хөвүүнээ уулзуулан өгч өгүүлрүүн:","Чулуун хайч Түнгэ Хаши хоёр хөвүүнээ уулзуулан ярьжээ:","1"
"Зэвгээг Хасарт өгөв. Зэвгээ Жүрхиний нутгаас Борохул нэрт хөвүүнийг олж авснаа Өэлүн эхэд уулзаж өгөв.","Зэвгээг Хасарт өгч, Жүрхиний нутгаас Борохул нэртэй хөвүүнийг олж авч Өэлүн эхэд өгсөн.","1"
"Өэлүн эх хөвүүддээ өгүүлрүүн: «Эднийг өдөр үзэх нүд, шөнө сонсох чих болгоё» гэв.","Өэлүн эх хөвүүддээ өдөр үзэх нүд, шөнө сонсох чих гэж хэлсэн.","1"
"Жүрхин овгийн уг гарал нь Хабул ханы долоон хөвүүний ах нь Охинбархаг бүлгээ.","Жүрхин овгийн уг гарал Хабул ханы долоон хөвүүний ахмад Охинбархаг бүлгээ.","1"
"Чингис хаан, ийм омогт жүрхин нарыг доройтуулан дарж олон ардыг нь өөрийн иргэн болгов.","Чингис хаан ийм омогтой жүрхин нарыг доройтуулан олон ардыг өөрийн иргэн болгожээ.","1"
"Чингис хаан, нэгэн өдөр Бүри-бөх, Бэлгүтэй хоёрыг барилдуулъя гэв.","Чингис хаан нэг өдөр Бүри-бөх болон Бэлгүтэй хоёр барилдуулахаар шийдэв.","1"
"Бүри-бөх Жүрхинд байсан билээ.","Бүри-бөх Жүрхинд байсан.","1"
"Бүри-бөх, урьд Бэлгүтэйг өрөөсөн гараар барьж, өрөөсөн хөлөөр ташиж унагаад хөдөлгөлгүй дарж чадах бүлгээ.","Бүри-бөх Бэлгүтэйг өмнө нь нэг гараар барьж, нэг хөлөөр нь ташиж унагааж байсан.","1"
"Ван ханыг ирмэгц, Чингис хаан Ван хан хоёр хамтарч, Жамухын эсрэг байлдахаар морилъё гэж Хэрлэн мөрөн рүү мордож.","Ван ханыг ирмэгц, Чингис хаан Ван хан хоёр хамтран Жамухын эсрэг байлдахаар Хэрлэн мөрөн рүү мордов.","1"
"Чингис хаан хүрээд тайчуудтай байлдав. Зууралдан ихэд байлдсаар үдэш болоход мөн байлдсан газар хонов.","Чингис хаан хүрээд тайчуудтай байлдаж, зууралдан ихэд байлдаж үдэш болоход байлдсан газартаа үлдэв.","1"
"Чингисийн бөглөрсөн цусыг Зэлмэ амаар шимж, уруулаа цусдаж, бус (өөр) хүнийг итгэхгүй, өөрөө сахиж суусаар шөнө дүл болов.","Чингисийн бөглөрсөн цусыг Зэлмэ шимж, уруулаа цусдаж, өөрөө сахиж шөнө дүл болов.","1"
"Тэнгэр ивээсэн биз ээ. Хөхүүртэй таргийг авчраад Зэлмэ өөрөө бас ус олж авчирч таргийг зуурч Чингис хаанд уулгав.","Тэнгэр ивээсэн байж магадгүй. Зэлмэ хөхүүртэй таргийг авчирч, ус олж ирээд таргийг зуурч Чингис хаанд уулгав.","1"
"Жамухыг гүр хан болгож өргөмжлөв.","Жамухыг гүр хан болгож өргөмжлөв.","1"
"Чингис хаан, Алтан, Хучар, Даридай гурвыг манлайд явуулав.","Чингис хаан Алтан, Хучар, Даридай гурвыг манлайд явуулав.","1"
"Ван хан Сэнгүн, Жаха хамбу, Билгэ бэх гурвыг манлайд явуулав.","Ван хан Сэнгүн, Жаха хамбу, Билгэ бэх гурвыг манлайд явуулав.","1"
"Хүйтэн гэдэг газар учирч бие биеэ шахалцан давших, ухрах зэргээр байлдаж байв.","Хүйтэн гэдэг газарт уулзаж, бие биеэ шахалцан давшиж, ухарч байлдаж байв.","1"
"Найманы Буйруг хан, Алтайн өвөр Улугтаг гэдэг газрыг зорин салж хөдөлжээ.","Найманы Буйруг хан Алтайн өвөр Улугтаг гэдэг газрыг зорин хөдөлжээ.","1"
"Тэднийг тэгж бутрахад Ван хан, Эргүнэ рүү Жамухыг нэхэв.","Тэднийг бутарсны дараа Ван хан Жамухыг Эргүнэ рүү нэхэв.","1"
"Чингис хаан хүрээд тайчуудтай байлдав.","Чингис хаан хүрээд тайчуудтай байлдаж эхэлжээ.","1"
"Зэлмэ замд явах ба ирэхдээ нэг ч хүнд мэдэгдсэнгүй.","Зэлмэ замд явж байхад хүнд мэдэгдсэнгүй.","1"
"Чингис хаан, гурвантаа амран ууж өгүүлрүүн: «Дотор минь саруул болов» гээд өндийж суутал, үүр цайж гэгээн болсон ажээ.","Чингис хаан гурвантаа амран ууж, дотор нь саруул болов гээд өндийж сууснаар үүр цайж гэгээн болсон.","1"
